producer,release_to_review_time, used_real_name, verified_purchase, rating, helpfulness, number_of_votes, length_of_review_text
Sony,1043,0,1,5,0,0,225
Sony,405,0,0,5,0,0,812
Sony,179,1,0,5,0.6,5,809
Sony,70,1,0,3,0.5,2,125
Sony,630,0,0,1,0,1,731
Sony,26,1,0,1,0.583,24,767
Sony,308,1,0,1,0.333,3,1364
Sony,103,1,1,3,0.4,5,264
Sony,133,1,0,4,0.4,5,1100
Sony,89,1,1,5,0.429,7,83
Sony,133,0,0,2,0.375,8,322
Sony,99,1,0,1,0.4,10,633
Sony,134,1,0,3,0,3,267
Sony,29,1,0,1,0.467,30,588
Sony,148,1,0,1,0.227,22,965
Sony,89,0,0,2,0.056,18,1496
Sony,145,0,0,1,0.083,24,1133
Sony,22,0,0,4,0.088,34,308
Sony,76,1,0,5,1,6,308
Sony,83,0,0,5,0.8,5,240
Sony,60,1,0,5,1,1,370
Sony,656,0,0,5,0,0,362
Sony,480,1,0,1,0,0,406
Sony,228,0,0,3,0,0,619
Sony,214,1,0,5,0,0,187
Sony,367,1,0,1,0.5,2,1735
Sony,195,0,1,5,0.625,8,284
Sony,175,1,0,5,1,4,993
Sony,270,1,0,4,1,1,765
Sony,532,0,0,1,0,0,1666
Sony,88,1,0,5,0,0,4237
Sony,25,1,0,5,1,20,945
Sony,82,1,1,5,0.944,18,1900
Sony,49,1,1,5,1,7,635
Sony,95,1,0,4,0.75,12,290
Sony,205,1,0,4,1,2,1180
Sony,157,0,1,5,0,0,460
Sony,174,1,1,4,0.5,2,122
Sony,83,0,1,3,0.333,3,438
Sony,333,0,1,5,0,0,197
Sony,284,0,1,1,0,0,344
Sony,137,0,0,5,0,0,778
Sony,191,0,0,1,0.909,22,397
Sony,112,1,0,5,0.818,11,330
Sony,252,1,0,4,1,4,2759
Sony,399,1,1,1,1,1,179
Sony,627,0,1,3,0,0,186
Sony,298,1,1,5,0,0,94
Sony,259,1,0,4,0,0,154
Sony,203,1,0,5,0,0,282
Sony,164,1,1,4,0.263,19,491
Sony,141,0,0,2,0.667,3,380
Sony,161,0,0,5,0.333,3,911
Sony,105,1,1,5,1,4,1078
Sony,101,1,1,4,1,3,637
Sony,372,1,0,1,1,1,1034
Sony,796,0,0,1,0,0,971
Sony,198,0,0,1,0.909,11,683
Sony,281,1,0,1,1,5,550
Sony,269,1,0,1,1,3,320
Sony,92,1,1,4,0.833,6,478
Sony,596,0,0,1,1,2,638
Sony,535,0,0,2,1,2,1237
Sony,456,0,0,1,1,2,827
Sony,698,0,0,4,1,1,795
Sony,651,0,0,1,1,1,1253
Sony,631,0,0,1,1,1,178
Sony,408,1,0,1,1,1,279
Sony,373,0,0,1,1,1,1766
Sony,260,1,1,2,1,1,857
Sony,120,1,1,3,1,1,166
Sony,501,0,1,2,0.75,4,576
Sony,797,0,0,1,0,0,463
Sony,716,0,0,4,0,0,415
Sony,454,0,0,4,0,0,269
Sony,427,0,0,4,0,0,1091
Sony,120,0,0,4,0,0,429
Sony,185,1,0,1,0.5,6,1735
Sony,66,1,1,4,1,2,275
Sony,560,0,0,5,1,1,586
Sony,78,0,0,4,0.684,19,300
Sony,415,1,0,5,0,0,186
Sony,236,1,0,1,0,1,287
Sony,188,0,1,5,0,2,106
Sony,151,0,0,1,0.273,11,1661
Sony,131,1,0,5,0.833,6,162
Sony,157,0,0,5,0.667,3,133
Sony,363,1,0,5,0,0,571
Sony,313,0,0,3,0,0,536
Sony,392,0,0,1,0,1,278
Sony,2387,1,0,4,1,4,1906
Sony,2532,1,0,1,0.667,3,852
Sony,2590,0,0,1,0,0,812
Sony,109,1,0,1,1,10,572
Sony,182,0,0,1,1,3,1863
Sony,187,1,0,1,1,1,831
Sony,101,0,1,1,0.462,13,380
Sony,153,0,0,2,1,5,1487
Sony,89,1,1,5,1,3,461
Sony,71,0,1,5,1,3,540
Sony,50,0,0,5,0.778,9,425
Sony,147,0,0,4,1,1,1073
Sony,82,0,0,5,1,1,210
Sony,79,0,0,4,0.667,6,400
Sony,398,1,1,4,0,0,677
Sony,357,0,1,5,0,0,587
Sony,146,0,0,4,0,0,2112
Sony,124,1,1,5,0,0,144
Sony,124,1,1,5,0,0,288
Sony,108,1,0,5,0.5,2,86
Sony,153,1,0,5,0,1,110
Sony,54,1,0,5,1,11,152
Sony,241,1,1,5,1,2,400
Sony,183,1,0,4,1,2,236
Sony,128,1,0,4,1,2,134
Sony,310,1,0,2,1,1,436
Sony,205,1,1,5,1,1,70
Sony,62,0,1,4,0.692,13,898
Sony,730,1,1,1,0,0,617
Sony,620,0,1,5,0,0,291
Sony,566,1,0,4,0,0,39
Sony,447,1,1,4,0,0,390
Sony,337,1,0,5,0,0,390
Sony,124,1,0,4,0.5,2,101
Sony,259,1,1,4,0,2,253
Sony,163,0,1,5,0.222,9,794
Sony,99,0,0,5,0.944,18,492
Sony,126,0,1,5,1,8,291
Sony,406,0,0,3,0,0,313
Sony,309,1,1,4,0,0,70
Sony,198,0,0,1,0.909,11,683
Sony,281,1,0,1,1,5,550
Sony,269,1,0,1,1,3,320
Sony,92,1,1,4,0.833,6,478
Sony,596,0,0,1,1,2,638
Sony,535,0,0,2,1,2,1237
Sony,456,0,0,1,1,2,827
Sony,698,0,0,4,1,1,795
Sony,651,0,0,1,1,1,1253
Sony,631,0,0,1,1,1,178
Sony,408,1,0,1,1,1,279
Sony,373,0,0,1,1,1,1766
Sony,260,1,1,2,1,1,857
Sony,120,1,1,3,1,1,166
Sony,501,0,1,2,0.75,4,576
Sony,797,0,0,1,0,0,463
Sony,716,0,0,4,0,0,415
Sony,454,0,0,4,0,0,269
Sony,427,0,0,4,0,0,1091
Sony,120,0,0,4,0,0,429
Sony,185,1,0,1,0.5,6,1735
Sony,139,0,0,2,1,4,505
Sony,248,1,0,5,1,3,437
Sony,225,1,0,2,1,3,367
Sony,397,0,0,4,1,2,216
Sony,203,0,0,1,1,2,492
Sony,195,1,0,1,1,2,1666
Sony,144,0,0,1,1,2,452
Sony,127,1,0,4,0.8,5,1414
Sony,66,0,0,5,0.75,8,1281
Sony,195,0,0,1,1,1,464
Sony,1711,1,0,1,0,0,168
Sony,1592,0,0,5,0,0,783
Sony,321,0,0,2,0,0,1468
Sony,150,0,0,4,0,0,601
Sony,39,0,0,4,0,0,268
Sony,141,0,0,1,0.5,2,262
Sony,76,1,0,1,0.4,10,460
Sony,76,0,0,1,0.2,10,407
Sony,61,1,0,5,0.889,18,3551
Sony,377,0,1,2,0,0,1180
Sony,145,1,0,2,0.6,5,301
Sony,127,1,0,1,0.571,7,1402
Sony,189,0,1,5,0,2,218
Sony,66,1,0,5,0.963,27,1919
Sony,101,1,0,3,0.944,18,1844
Sony,57,0,0,5,1,9,2150
Sony,95,0,0,5,1,6,678
Sony,59,1,0,1,0.722,18,1796
Sony,507,0,0,5,1,2,892
Sony,204,0,0,2,0.667,3,1001
Sony,344,0,0,2,0,0,607
Sony,13,0,0,1,0.609,23,1951
Sony,33,1,0,5,0.364,11,147
Sony,118,0,1,5,0.333,3,94
Sony,297,0,1,1,0,0,698
Sony,43,0,1,4,1,5,4446
Sony,53,0,1,5,1,3,674
Sony,118,0,1,5,0,0,182
Sony,76,1,0,5,1,1,915
Sony,52,1,1,4,0.333,3,117
Sony,145,1,1,1,0.941,17,524
Sony,174,1,0,5,0.875,8,531
Sony,275,0,0,1,0.8,5,800
Sony,192,1,0,1,0.8,5,381
Sony,271,0,1,1,0.75,4,876
Sony,205,1,1,4,0.75,4,638
Sony,147,1,1,5,0.75,4,128
Sony,120,1,1,5,0.714,7,189
Sony,115,0,1,1,0.667,21,839
Sony,172,1,1,5,0.667,3,391
Sony,615,0,0,5,0,0,371
Sony,104,0,0,5,1,6,1288
Sony,71,0,0,5,1,5,632
Sony,64,0,1,4,1,11,4433
Sony,244,0,1,5,0,0,2281
Sony,152,0,0,5,0,0,276
Sony,134,1,1,4,1,3,1313
Sony,166,1,1,5,1,2,481
Sony,162,1,1,4,1,1,1260
Sony,630,1,1,4,0,0,2024
Sony,528,0,0,3,0,0,637
Sony,270,1,1,5,0,0,198
Sony,44,0,1,1,0,0,162
Sony,141,1,1,5,0,0,351
Sony,27,0,1,5,1,5,325
Sony,216,0,1,5,1,3,446
Sony,83,0,1,5,0.667,3,194
Sony,420,1,1,5,1,33,2508
Sony,509,1,0,4,1,16,5219
Sony,386,1,0,2,0.882,34,529
Sony,440,1,0,4,1,7,822
Sony,394,1,0,5,1,6,383
Sony,1091,0,0,1,1,4,796
Sony,538,1,0,5,1,3,1292
Sony,1385,0,0,2,1,1,1298
Sony,593,1,0,4,1,1,1371
Sony,589,0,1,5,1,1,2411
Sony,563,0,0,5,1,1,282
Sony,549,0,0,4,1,1,601
Sony,492,1,1,5,0.667,3,278
Sony,1693,1,1,1,0,0,522
Sony,1352,0,1,1,0,0,187
Sony,410,1,0,2,0.5,16,1709
Sony,589,1,0,5,0,3,205
Sony,627,1,0,4,0,5,73
Sony,612,1,0,3,0,5,289
Sony,62,0,0,4,0.714,7,2114
Sony,91,0,1,5,0,0,293
Sony,104,0,0,3,1,1,2311
Sony,95,1,0,1,1,1,572
Sony,120,1,0,4,0,0,1242
Sony,2481,1,0,3,1,1,1370
Sony,2748,1,0,2,0,0,2202
Sony,63,1,0,4,0.5,2,582
Sony,17,1,0,5,0.92,25,804
Sony,61,0,1,4,1,5,396
Sony,472,1,0,2,1,3,1299
Sony,84,0,1,5,1,2,249
Sony,62,0,1,5,0.8,5,246
Sony,119,1,1,5,0.5,2,160
Sony,116,1,1,5,0.5,2,631
Sony,68,0,0,5,0.5,2,424
Sony,108,1,1,5,0,1,230
Sony,89,1,0,1,0.5,6,287
Sony,129,1,0,1,0.545,11,368
Sony,125,0,1,4,0.5,6,35
Sony,198,0,0,1,0.909,11,683
Sony,281,1,0,1,1,5,550
Sony,269,1,0,1,1,3,320
Sony,92,1,1,4,0.833,6,478
Sony,596,0,0,1,1,2,638
Sony,535,0,0,2,1,2,1237
Sony,456,0,0,1,1,2,827
Sony,698,0,0,4,1,1,795
Sony,651,0,0,1,1,1,1253
Sony,631,0,0,1,1,1,178
Sony,408,1,0,1,1,1,279
Sony,373,0,0,1,1,1,1766
Sony,260,1,1,2,1,1,857
Sony,120,1,1,3,1,1,166
Sony,501,0,1,2,0.75,4,576
Sony,797,0,0,1,0,0,463
Sony,716,0,0,4,0,0,415
Sony,454,0,0,4,0,0,269
Sony,427,0,0,4,0,0,1091
Sony,120,0,0,4,0,0,429
Sony,185,1,0,1,0.5,6,1735
Sony,24,1,0,5,0.963,27,977
Sony,21,0,0,5,0.955,22,1064
Sony,74,0,0,4,1,3,634
Sony,47,1,0,5,1,3,1085
Sony,415,1,0,5,1,2,826
Sony,73,1,0,5,1,2,1766
Sony,1308,1,0,4,1,1,753
Sony,46,0,0,4,0,0,1003
Sony,330,1,0,3,0.5,4,559
Sony,25,1,0,3,0.556,9,258
Sony,128,0,0,1,0.429,7,1099
Sony,8,0,0,5,0.065,62,147
Sony,216,0,0,2,1,1,333
Sony,246,0,0,4,0,0,382
Sony,228,0,0,1,0,0,389
Sony,71,1,0,4,0.944,18,2847
Sony,42,1,0,5,0.9,10,434
Sony,279,1,0,1,1,6,1316
Sony,91,0,1,5,1,4,829
Sony,41,1,0,5,1,4,574
Sony,82,1,0,5,0.857,7,1694
Sony,95,0,1,5,1,3,305
Sony,87,1,1,5,1,3,1740
Sony,81,1,1,5,1,3,208
Sony,64,1,1,5,1,2,614
Sony,44,1,0,4,1,2,560
Sony,90,0,1,1,0.727,11,1390
Sony,340,0,1,1,1,1,414
Sony,143,0,1,5,1,1,4479
Sony,129,1,1,5,1,1,223
Sony,105,1,1,4,1,1,711
Sony,103,0,1,4,1,1,412
Sony,73,1,1,5,1,1,425
Sony,72,0,1,5,1,1,1117
Sony,122,1,1,5,0.75,4,76
Sony,58,1,0,5,0.75,4,182
Sony,18,1,0,4,0.667,12,868
Sony,89,1,0,1,0.667,3,287
Sony,702,0,1,4,0,0,262
Sony,539,0,0,2,0,0,2296
Sony,410,1,1,4,0,0,1822
Sony,273,0,1,5,0,0,260
Sony,253,0,1,5,0,0,767
Sony,121,1,1,4,0,0,289
Sony,115,0,1,4,0,0,1092
Sony,104,0,1,5,0,0,690
Sony,247,0,0,1,0.333,3,1356
Sony,143,1,0,1,0.333,3,1030
Sony,4,0,0,1,0.443,97,2254
Sony,36,0,1,3,0.341,41,1626
Sony,49,1,0,4,1,2,991
Sony,87,1,0,5,0.917,24,1648
Sony,535,0,0,5,0,0,1266
Sony,147,0,1,4,1,6,3663
Sony,735,0,0,4,0.833,6,621
Sony,796,1,1,5,1,1,680
Sony,795,1,0,4,1,1,527
Sony,1636,0,0,1,0,0,1002
Sony,1463,1,0,5,0,0,573
Sony,49,1,0,5,1,7,3201
Sony,16,0,0,5,0.6,5,193
Sony,291,0,0,5,1,4,1317
Sony,210,1,0,1,0.8,5,1059
Sony,300,1,0,5,1,1,379
Sony,572,1,1,5,0,0,201
Sony,568,0,0,5,0,0,476
Sony,239,0,0,5,0,0,222
Sony,416,0,0,4,1,2,814
Sony,68,0,0,4,1,3,1674
Sony,47,0,0,5,1,3,328
Sony,181,1,0,2,0.667,3,3818
Sony,82,0,1,4,0,2,103
Sony,88,0,0,5,0.5,2,229
Sony,281,1,0,2,1,3,791
Sony,401,0,0,2,1,1,395
Sony,378,0,0,2,1,1,647
Sony,278,1,0,2,1,1,717
Sony,166,1,0,3,1,1,277
Sony,772,0,0,4,0,0,916
Sony,760,0,0,2,0,0,385
Sony,610,0,0,5,0,0,106
Sony,412,0,0,4,0,0,718
Sony,211,0,0,4,0,0,2294
Sony,445,0,0,2,0.5,2,253
Sony,129,0,1,4,0.5,2,1867
Sony,92,1,0,4,1,2,145
Sony,52,1,0,5,1,2,658
Sony,107,1,0,5,1,1,742
Sony,198,0,1,5,0,0,370
Sony,109,1,0,1,0,0,572
Sony,1516,0,0,5,0.96,25,26332
Sony,2179,1,0,3,1,1,721
Sony,2308,0,0,1,0.667,3,1835
Sony,2024,0,0,2,0.667,3,3635
Sony,2665,0,0,1,0,0,451
Sony,1695,1,1,1,0.6,5,824
Sony,2311,0,0,1,0,1,1111
Sony,1614,1,1,4,0,4,219
Sony,1485,1,0,1,0.333,15,220
Sony,21,1,0,3,1,4,556
Sony,40,0,0,5,0.5,2,190
Sony,802,1,0,4,0,0,430
Sony,510,0,0,3,0,0,566
Sony,949,0,1,1,0,1,491
Sony,87,0,1,4,0,1,91
Sony,248,1,0,1,1,1,912
Sony,889,0,0,1,0,0,422
Sony,776,0,0,3,0,0,305
Sony,141,1,0,4,0,0,1543
Sony,34,1,0,5,1,5,1981
Sony,105,0,0,4,0,0,299
Sony,113,0,0,2,0.5,2,515
Sony,340,1,0,4,1,2,2391
Sony,391,1,0,4,1,1,1387
Sony,596,1,0,5,0,0,313
Sony,834,1,1,4,0,0,606
Sony,39,1,1,5,0,1,2852
Sony,920,0,0,5,1,3,2570
Sony,1249,1,1,4,0,0,914
Sony,1150,1,0,1,0,2,937
Sony,490,0,0,1,1,2,363
Sony,438,1,0,2,1,2,614
Sony,556,1,0,2,0,0,492
Sony,577,0,0,1,1,1,739
Sony,695,0,0,5,0,0,387
Sony,322,0,0,5,1,1,745
Sony,258,1,1,4,0,0,2873
Sony,22,1,0,4,0,0,161
Sony,1065,0,1,1,0,1,3390
Sony,606,0,0,5,0,0,543
Sony,-30,0,0,5,1,22,2222
Sony,164,1,0,2,1,1,553
Sony,88,0,1,4,1,1,121
Sony,367,1,1,5,0,0,308
Sony,365,0,0,5,0,0,141
Sony,200,0,0,1,0,1,1314
Sony,3,0,0,5,1,2,1033
Steel Sound,458,0,1,2,0,6,227
Steel Sound,427,0,1,2,0,6,406
Steel Sound,106,1,0,5,1,1,119
Steel Sound,152,0,0,5,0,0,216
DELL,319,0,0,1,0.667,3,1592
Toshiba,44,0,0,5,0.988,86,1031
Toshiba,40,0,0,5,0.963,81,742
Toshiba,38,0,0,4,0.983,58,1408
Toshiba,40,0,0,5,1,22,613
Toshiba,44,0,0,5,0.952,21,553
Toshiba,48,0,1,5,1,15,412
Toshiba,42,0,1,5,0.938,16,262
Toshiba,46,0,1,5,0.792,24,1975
Toshiba,27,0,0,2,0.754,57,604
Toshiba,48,1,1,4,0.889,9,538
Toshiba,81,1,1,5,1,5,2223
Toshiba,56,0,1,3,1,4,509
Toshiba,70,0,0,1,0.769,13,1750
Toshiba,57,1,0,1,0.72,25,1065
Toshiba,24,0,1,1,0.702,47,1467
Toshiba,84,1,1,4,1,2,1812
Toshiba,80,0,0,4,1,2,279
Toshiba,71,0,1,5,1,2,187
Toshiba,70,1,1,4,1,2,656
Toshiba,57,0,1,5,1,2,330
Toshiba,54,0,1,4,1,2,1155
Toshiba,85,0,1,5,1,1,691
Toshiba,85,0,1,5,1,1,224
Toshiba,85,0,1,4,1,1,156
Toshiba,84,0,0,5,1,1,642
Toshiba,78,0,0,4,1,1,539
Toshiba,74,0,1,5,1,1,119
Toshiba,71,0,1,5,1,1,284
Toshiba,59,0,1,5,1,1,413
Toshiba,56,1,1,5,1,1,375
Toshiba,59,0,1,3,0.714,7,907
Toshiba,88,0,0,4,0,0,116
Toshiba,86,1,1,5,0,0,122
Toshiba,86,0,1,5,0,0,234
Toshiba,85,0,1,3,0,0,1159
Toshiba,58,0,1,5,0,0,312
Toshiba,86,0,0,4,0,1,149
Toshiba,57,0,1,5,0,1,136
Toshiba,62,0,1,3,0.4,5,294
Toshiba,47,0,1,1,0.56,25,443
Toshiba,65,0,1,2,0,2,699
Toshiba,73,1,1,2,0,4,130
Toshiba,79,0,0,1,0.125,8,226
Toshiba,59,0,0,1,0.294,17,687
Toshiba,38,0,0,1,0.383,60,506
Toshiba,73,0,0,1,0,10,229
Toshiba,38,0,0,1,0.161,93,522
Toshiba,4,1,1,5,0.988,82,1062
Toshiba,22,1,1,5,1,59,7035
Toshiba,38,0,1,2,0.843,89,1521
Toshiba,31,0,0,5,1,9,371
Toshiba,37,0,1,4,0.9,10,1021
Toshiba,64,0,1,4,1,4,688
Toshiba,55,0,1,5,1,4,2409
Toshiba,86,0,1,5,1,2,1117
Toshiba,74,0,1,5,1,2,546
Toshiba,81,0,0,5,1,1,922
Toshiba,80,1,1,5,1,1,905
Toshiba,64,0,1,5,1,1,583
Toshiba,88,0,1,5,0,0,751
Toshiba,85,1,1,5,0,0,1190
Toshiba,85,1,1,5,0,0,274
Toshiba,85,0,1,1,0,2,546
Toshiba,66,0,0,1,0.125,8,548
Toshiba,54,0,0,2,0.182,11,1783
Toshiba,75,0,1,2,0.167,12,1001
Toshiba,39,0,0,1,0.163,49,573
Toshiba,17,0,1,5,0.973,37,1686
Toshiba,16,1,1,5,1,10,148
Toshiba,31,0,1,5,1,8,631
Toshiba,16,1,1,5,0.917,12,548
Toshiba,27,0,1,5,1,7,609
Toshiba,27,0,1,5,1,7,211
Toshiba,12,0,0,4,0.813,16,161
Toshiba,38,0,1,4,1,3,1873
Toshiba,35,0,1,5,1,3,526
Toshiba,41,0,1,5,1,1,146
Toshiba,42,0,1,5,0,0,172
Toshiba,42,0,1,5,0,0,1384
Toshiba,40,0,0,1,0,2,511
Toshiba,52,0,0,5,0.872,117,2695
Toshiba,57,0,1,4,0.958,24,2959
Toshiba,57,0,1,5,0.947,19,1950
Toshiba,55,1,1,3,0.737,19,1301
Toshiba,75,1,1,5,1,2,1284
Toshiba,73,1,1,5,1,2,340
Toshiba,81,0,1,1,0.75,8,1259
Toshiba,84,0,1,2,1,1,1368
Toshiba,84,0,1,5,1,1,1918
Toshiba,84,1,1,4,1,1,95
Toshiba,84,0,1,4,1,1,232
Toshiba,83,0,1,5,1,1,198
Toshiba,78,1,0,5,1,1,181
Toshiba,75,0,1,5,1,1,467
Toshiba,59,0,1,5,0.667,3,250
Toshiba,86,0,1,4,0,0,716
Toshiba,85,1,1,4,0,0,272
Toshiba,63,0,1,5,0.6,5,536
Toshiba,72,0,1,4,0.5,2,326
Toshiba,75,0,1,4,0.5,4,2082
Toshiba,59,0,1,4,0.4,5,444
Toshiba,69,0,1,5,0.987,376,6452
Toshiba,53,1,0,5,1,77,1991
Toshiba,47,1,1,3,0.942,120,3840
Toshiba,130,0,0,5,1,30,3690
Toshiba,62,0,1,5,1,26,1543
Toshiba,140,0,0,5,1,22,3759
Toshiba,138,0,1,5,1,21,2662
Toshiba,100,1,0,4,1,17,3522
Toshiba,49,0,0,5,0.878,49,1576
Toshiba,62,0,1,5,1,15,849
Toshiba,134,0,0,5,1,13,4732
Toshiba,88,0,1,4,0.929,14,3650
Toshiba,92,0,1,5,1,9,5107
Toshiba,91,0,0,5,1,8,2709
Toshiba,162,0,1,4,0.909,11,1264
Toshiba,89,0,1,4,1,7,1008
Toshiba,67,1,1,4,1,7,654
Toshiba,77,1,1,3,0.9,10,869
Toshiba,115,0,0,5,1,6,2155
Toshiba,70,0,1,5,1,6,544
Toshiba,152,0,1,2,0.846,13,491
Toshiba,156,0,0,3,0.889,9,1022
Toshiba,163,0,1,5,1,5,376
Toshiba,119,1,1,5,1,5,1658
Toshiba,164,0,0,3,0.875,8,486
Toshiba,270,1,1,4,1,4,2824
Toshiba,190,1,0,5,1,4,657
Toshiba,189,0,1,4,1,4,1006
Toshiba,180,0,1,4,1,4,707
Toshiba,180,0,1,4,1,4,1004
Toshiba,177,0,1,5,1,4,2136
Toshiba,164,0,1,4,1,4,430
Toshiba,154,1,0,5,1,4,2346
Toshiba,152,0,1,4,1,4,1577
Toshiba,134,1,0,5,1,4,1517
Toshiba,181,0,0,5,0.857,7,3020
Toshiba,176,0,1,2,0.857,7,663
Toshiba,284,0,1,4,1,3,1851
Toshiba,273,0,1,4,1,3,336
Toshiba,230,0,1,5,1,3,3058
Toshiba,205,0,1,3,1,3,1459
Toshiba,149,1,1,5,1,3,1931
Toshiba,145,0,0,5,1,3,1873
Toshiba,118,1,1,5,1,3,788
Toshiba,97,1,0,5,1,3,1950
Toshiba,87,0,1,5,1,3,439
Toshiba,146,0,1,5,0.833,6,1790
Toshiba,253,0,0,1,0.778,9,2398
Toshiba,270,0,1,5,1,2,180
Toshiba,261,0,1,3,1,2,994
Toshiba,196,0,1,4,1,2,987
Toshiba,195,0,1,4,1,2,277
Toshiba,192,0,1,5,1,2,141
Toshiba,185,0,1,4,1,2,305
Toshiba,171,0,1,4,1,2,158
Toshiba,171,1,1,5,1,2,748
Toshiba,157,0,1,4,1,2,842
Toshiba,154,0,1,4,1,2,1586
Toshiba,150,0,1,5,1,2,230
Toshiba,149,0,1,4,1,2,1463
Toshiba,146,0,0,4,1,2,732
Toshiba,135,1,1,5,1,2,903
Toshiba,125,0,1,5,1,2,550
Toshiba,121,1,1,5,1,2,631
Toshiba,118,0,1,4,1,2,744
Toshiba,101,1,1,4,1,2,522
Toshiba,97,1,1,4,1,2,753
Toshiba,76,0,1,5,0.8,5,395
Toshiba,72,0,1,5,0.8,5,1562
Toshiba,110,1,0,5,0.75,8,193
Toshiba,260,0,1,4,1,1,523
Toshiba,254,0,1,4,1,1,1818
Toshiba,250,1,1,5,1,1,867
Toshiba,249,0,1,5,1,1,651
Toshiba,223,0,1,5,1,1,784
Toshiba,223,0,1,5,1,1,261
Toshiba,223,0,1,5,1,1,145
Toshiba,209,1,1,5,1,1,291
Toshiba,208,1,1,5,1,1,3396
Toshiba,207,1,1,4,1,1,206
Toshiba,201,0,1,4,1,1,257
Toshiba,199,0,1,4,1,1,631
Toshiba,193,0,1,4,1,1,419
Toshiba,191,0,1,4,1,1,764
Toshiba,176,0,1,5,1,1,973
Toshiba,174,1,1,5,1,1,193
Toshiba,170,1,1,2,1,1,748
Toshiba,170,0,1,5,1,1,465
Toshiba,170,0,1,5,1,1,518
Toshiba,148,0,1,4,1,1,455
Toshiba,110,0,0,4,1,1,711
Toshiba,109,0,1,5,1,1,363
Toshiba,90,0,1,4,1,1,448
Toshiba,85,1,1,5,1,1,187
Toshiba,81,0,1,4,1,1,1510
Toshiba,81,1,1,5,1,1,830
Toshiba,81,1,1,5,1,1,542
Toshiba,282,0,1,5,0.75,4,203
Toshiba,189,0,1,5,0.75,4,503
Toshiba,176,0,1,5,0.75,4,1059
Toshiba,155,1,1,4,0.75,4,658
Toshiba,236,0,1,1,0.667,6,735
Toshiba,165,0,1,2,0.667,6,790
Toshiba,107,0,1,4,0.667,3,279
Toshiba,310,0,1,5,0,0,141
Toshiba,307,0,1,4,0,0,1660
Toshiba,307,0,1,4,0,0,130
Toshiba,269,0,1,4,0,0,789
Toshiba,260,0,1,5,0,0,942
Toshiba,255,0,1,5,0,0,151
Toshiba,254,0,1,5,0,0,269
Toshiba,253,0,1,5,0,0,984
Toshiba,248,0,1,5,0,0,3961
Toshiba,244,1,1,4,0,0,1005
Toshiba,243,1,1,4,0,0,1312
Toshiba,239,1,0,4,0,0,478
Toshiba,239,0,1,5,0,0,1182
Toshiba,236,1,0,5,0,0,975
Toshiba,234,0,1,3,0,0,827
Toshiba,230,1,0,5,0,0,414
Toshiba,227,0,1,5,0,0,630
Toshiba,226,1,1,4,0,0,1226
Toshiba,226,0,1,4,0,0,117
Toshiba,219,0,0,5,0,0,455
Toshiba,217,0,0,5,0,0,135
Toshiba,214,0,1,4,0,0,1030
Toshiba,212,0,1,4,0,0,1292
Toshiba,209,0,1,5,0,0,528
Toshiba,150,0,1,4,0,0,201
Toshiba,134,0,1,4,0,0,304
Toshiba,129,1,1,4,0,0,664
Toshiba,106,0,1,4,0,0,257
Toshiba,185,1,1,1,0.6,5,1897
Toshiba,191,0,1,4,0.5,2,755
Toshiba,187,1,1,2,0.5,2,1533
Toshiba,185,0,0,4,0.5,4,468
Toshiba,135,0,1,2,0.5,4,515
Toshiba,206,0,1,5,0,1,175
Toshiba,151,0,0,5,0,1,259
Toshiba,132,1,1,4,0,1,149
Toshiba,102,1,1,4,0,1,716
Toshiba,298,1,0,1,0.333,3,386
Toshiba,221,0,0,3,0.333,3,1322
Toshiba,217,0,1,3,0.333,3,2657
Toshiba,203,0,1,5,0.333,3,507
Toshiba,111,1,1,4,0.333,3,1501
Toshiba,293,0,1,2,0.4,5,3418
Toshiba,131,0,1,3,0.4,5,1204
Toshiba,288,0,1,3,0,2,812
Toshiba,270,0,1,4,0,2,278
Toshiba,178,0,1,5,0.5,2,116
Toshiba,136,0,1,5,0,2,177
Toshiba,143,1,0,5,0.25,4,555
Toshiba,285,0,1,1,0.286,7,764
Toshiba,106,0,0,4,0.286,7,108
Toshiba,104,0,0,3,0.333,9,544
Toshiba,119,0,0,5,0.167,6,224
Toshiba,246,0,0,1,0.143,7,468
Toshiba,136,0,1,3,0.273,11,1007
Toshiba,259,0,1,1,0,6,316
Toshiba,161,1,1,4,0,7,205
Toshiba,150,0,0,2,0,7,385
Toshiba,125,0,1,3,0,7,500
Toshiba,73,0,1,1,0.333,27,281
Toshiba,115,0,1,4,0,8,1276
Toshiba,154,0,0,1,0.176,17,399
Toshiba,79,0,1,1,0.317,41,912
Toshiba,280,1,1,2,0,11,125
Toshiba,92,0,1,1,0.185,27,1999
Toshiba,124,1,0,1,0.032,63,566
Toshiba,65,1,0,1,0.087,126,704
Toshiba,104,1,1,1,0.03,100,181
Toshiba,51,0,1,5,0.905,21,309
Toshiba,87,0,0,4,0,0,554
Toshiba,74,0,0,1,0.2,5,229
Toshiba,35,1,0,5,0.857,14,310
Toshiba,74,0,0,2,0.75,4,602
Toshiba,82,0,0,1,0,0,319
Toshiba,64,0,1,5,0,0,485
Toshiba,62,0,0,1,0.5,4,519
Toshiba,33,0,1,5,1,2,323
Toshiba,34,0,1,2,1,1,1526
Toshiba,22,1,1,1,0.867,120,3526
Toshiba,18,0,1,5,0.875,32,1870
